item_id,order_id,product_id,quantity,unit_price,discount_percent
1776,723,290,2,1130.87,0
1526,617,453,2,183.22,59
365,136,231,2,1552.23,0
1676,680,205,4,798.86,7
919,362,24,1,34.31,31
722,280,160,3,184.4,44
2101,850,293,3,136.92,0
751,294,418,5,1458.53,0
945,373,270,5,183.04,0
2076,840,378,2,1458.35,55
345,130,24,5,33.98,6
2032,822,228,5,516.98,61
1698,686,234,4,741.46,0
410,151,451,1,741.17,15
836,329,3,3,218.16,0
194,72,209,5,1319.96,0
499,186,290,1,1193.06,6
1765,718,68,1,716.99,38
833,328,268,5,1074.83,0
642,246,519,4,196.2,0
2087,845,54,2,474.89,0
1773,721,25,2,1092.12,3
1750,712,136,4,675.64,0
1403,564,458,3,605.59,33
1641,665,164,2,1223.73,0
1295,523,51,5,869.95,6
433,162,350,5,371.85,42
1009,402,218,4,1022.97,0
158,57,513,2,207.37,14
2054,831,227,1,29.0,0
20,9,511,1,414.38,0
1826,741,153,3,607.08,10
209,77,136,5,747.19,0
1358,548,382,5,595.25,0
1095,437,202,1,332.45,0
1270,516,242,2,108.36,0
1133,458,390,3,1069.18,1
1511,610,281,4,1237.6,16
1059,423,405,1,677.86,12
729,283,316,3,219.51,2
856,336,127,5,1025.07,0
688,265,237,1,1293.56,0
2137,866,226,3,833.01,0
2085,843,309,2,556.56,38
1749,711,18,2,1239.57,6
572,216,157,2,545.38,0
227,85,497,4,645.4,18
1988,803,211,1,1040.39,12
1005,400,385,3,1805.62,2
219,81,145,5,1690.68,0
277,105,384,3,966.78,10
1779,723,209,1,728.95,11
1905,769,105,4,1212.55,0
2168,879,406,5,177.29,0
647,250,143,5,1166.75,0
117,42,283,1,537.75,8
1230,501,400,3,1236.75,0
1279,519,416,1,1106.1,8
920,362,505,5,581.97,13
1259,513,406,3,331.35,98
1192,485,48,2,336.31,0
584,220,152,4,1742.77,0
1832,744,213,3,921.43,0
978,386,180,2,1102.08,0
2033,823,382,2,790.46,79
1706,689,486,2,910.17,3
517,195,257,4,157.16,28
1344,543,200,-3,520.46,21
1067,426,43,2,749.16,29
1490,600,32,2,185.64,13
1714,694,56,1,285.57,31
1619,655,386,4,158.04,29
1494,602,287,1,771.44,0
1256,511,233,4,1262.57,0
1077,431,442,3,594.51,0
918,361,349,5,1103.15,1
2135,866,467,3,994.21,27
686,264,390,4,961.06,0
1695,686,35,2,1349.5,0
110,40,484,3,1035.91,38
1336,539,151,5,760.06,33
821,323,338,4,162.09,0
1938,782,283,3,406.33,0
1583,640,151,1,466.53,8
1195,485,430,-5,1072.06,12
1427,573,39,2,955.81,1
915,360,482,4,1339.83,14
234,88,436,-2,945.41,4
1099,439,174,1,247.12,0
180,67,46,3,617.14,26
42,15,38,1,479.2,0
1063,425,286,2,431.09,0
255,98,215,1,255.19,0
983,389,260,2,694.01,0
576,217,195,1,422.72,6
322,122,506,3,254.16,23
1052,421,387,2,540.22,10
263,101,69,5,1067.42,0
349,131,248,1,1797.49,0
926,366,130,3,745.47,12
1113,446,155,2,1001.37,3
168,62,54,1,314.23,1
193,71,151,5,484.31,9
1186,482,343,2,482.76,0
298,113,367,3,1181.09,0
1405,565,460,4,680.39,0
1919,774,79,4,906.04,98
1522,616,267,1,196.5,0
773,303,252,3,530.35,5
103,37,114,2,103.88,0
1860,753,484,-3,1020.48,14
2055,831,130,2,613.28,0
132,48,57,2,16.29,20
574,216,395,3,241.56,94
457,171,101,4,708.95,7
1226,499,374,5,218.66,4
676,260,275,2,1106.53,0
786,308,300,2,8.72,0
119,43,311,5,246.79,1
1915,772,233,3,1493.72,28
2159,874,419,4,856.34,0
344,129,476,5,758.73,9
1319,533,433,2,1024.48,14
1355,546,419,1,700.84,23
233,88,254,2,932.44,0
1217,494,403,4,449.88,10
2164,877,350,4,271.69,0
2024,818,448,3,1325.44,11
1448,584,517,1,1643.77,0
1956,789,215,2,166.7,65
1597,646,333,4,672.25,3
297,113,192,4,966.2,28
1950,786,13,2,817.81,0
1530,619,353,5,1446.63,0
371,139,468,1,772.74,0
1998,807,89,1,606.53,0
1181,481,491,3,857.49,0
706,273,310,2,1868.72,0
1568,635,480,4,532.74,12
162,59,114,3,136.07,0
2067,836,25,2,877.98,0
1414,568,231,1,1018.37,3
465,174,371,1,1363.75,15
1493,602,324,1,769.31,92
823,324,201,2,517.68,0
467,174,173,1,1065.14,37
1313,531,196,3,575.85,0
1886,762,280,1,1259.46,0
1236,503,465,4,882.73,1
1399,563,227,5,21.55,14
997,395,472,4,525.2,1
901,356,422,2,834.79,0
1140,461,47,-2,838.15,27
116,42,428,4,295.28,0
13,6,50,4,1192.12,0
948,373,17,1,1140.83,0
1546,625,213,-3,1016.65,15
887,350,428,2,369.88,12
90,32,472,3,423.3,14
1979,798,202,2,357.58,78
1588,642,141,5,209.85,31
1545,624,4,3,769.41,0
1283,520,208,4,1045.13,9
1591,644,158,3,1092.17,0
1026,411,261,1,326.03,20
112,41,277,5,883.73,0
1963,791,484,4,742.9,0
1073,430,213,4,1195.37,0
1703,688,142,4,1015.61,9
849,333,364,2,1345.84,15
1727,699,416,2,983.61,37
1626,657,464,5,459.21,0
462,172,368,4,488.91,33
929,367,306,5,747.19,13
1211,492,99,1,762.26,29
761,298,371,1,1627.79,0
1535,621,71,1,8.34,0
419,156,374,3,178.04,26
714,276,127,5,1229.76,3
1222,496,222,3,836.66,11
397,148,406,5,263.06,1
1705,688,121,2,701.82,0
1873,757,288,1,454.44,8
2217,900,118,5,952.99,0
453,170,108,2,128.55,2
1216,494,428,1,321.8,15
4,3,178,5,18.25,0
895,352,258,2,515.28,3
839,330,387,1,536.99,0
1738,704,133,3,163.64,0
2025,819,476,5,520.1,0
721,280,335,5,405.85,0
1562,633,247,1,880.83,89
1602,647,70,5,850.73,0
1218,494,472,3,318.2,7
1237,504,254,4,811.32,6
1560,632,83,1,235.55,22
1183,482,470,-3,287.09,0
891,351,350,5,320.06,0
573,216,146,5,389.39,0
680,263,498,2,1061.13,35
191,71,233,4,957.07,44
1174,475,50,1,761.0,54
1958,789,104,4,304.3,4
802,315,251,-5,1449.23,6
2203,891,465,2,665.0,0
2151,871,435,1,557.88,0
850,333,383,4,479.01,5
2026,820,105,2,1096.13,14
2141,867,24,2,20.34,1
1525,617,443,1,719.44,9
104,38,516,3,1472.66,0
897,353,42,5,429.87,17
1805,733,323,2,904.9,0
1564,633,509,1,760.94,11
1646,666,485,3,84.51,1
551,209,42,1,266.89,0
437,164,228,5,717.33,6
1642,665,68,4,750.75,0
1452,585,125,1,1263.58,0
986,390,142,-2,1033.26,0
1744,708,476,3,481.11,14
580,218,319,4,323.64,38
1701,687,337,5,453.56,8
2050,830,135,3,863.29,40
2053,831,406,1,300.97,0
477,177,234,5,717.16,2
1828,742,31,2,461.81,0
1799,731,358,2,351.03,9
968,382,72,2,121.1,0
321,121,346,1,695.62,0
2042,827,218,-5,726.04,0
1753,712,336,1,334.13,0
1858,752,368,5,472.34,0
763,299,117,4,692.65,0
471,175,231,2,1236.2,35
1596,646,516,2,991.89,3
1387,560,446,3,323.42,0
1410,567,490,2,589.75,0
1620,655,230,1,548.08,1
581,219,488,5,540.19,15
1936,781,278,3,341.92,21
1722,698,335,2,482.83,0
1489,600,420,2,1278.93,10
1064,425,310,2,1226.3,0
2199,890,508,5,470.49,0
1245,507,50,2,582.24,17
1085,433,400,1,1000.52,0
330,126,100,1,1050.98,10
452,170,59,3,281.55,13
332,126,231,-5,1280.59,0
1521,615,379,3,214.36,50
27,12,96,5,484.22,0
1880,759,170,1,525.21,0
888,350,32,3,279.68,36
739,288,152,1,1007.99,12
427,160,337,3,503.62,39
1314,531,418,4,1138.62,38
113,41,22,4,1454.0,15
1496,603,407,1,480.24,15
1102,441,516,1,1632.89,0
989,391,358,2,423.38,17
1777,723,448,4,1447.75,0
468,174,331,2,884.62,0
1871,756,330,1,1159.53,79
37,14,165,-3,631.1,20
1942,783,250,3,11.95,0
207,76,185,1,1061.74,33
409,151,141,4,156.23,0
1053,422,393,1,425.86,0
331,126,227,4,28.33,0
531,200,223,4,1675.3,0
1449,584,22,1,896.34,0
95,34,158,3,1206.45,20
176,66,81,2,540.24,0
190,71,131,5,459.55,11
755,296,407,-4,779.25,12
1975,795,104,4,348.39,0
1755,714,460,5,386.64,0
1992,804,155,5,1213.2,0
1255,510,383,4,628.76,0
2091,846,410,5,47.79,2
1909,770,270,4,225.42,29
52,18,425,2,869.4,0
1559,631,60,2,934.56,0
1006,401,354,5,450.78,0
1962,791,182,3,514.32,52
353,132,300,4,9.49,1
974,385,496,5,1170.49,30
38,14,448,1,1304.0,0
1702,687,224,3,1037.93,14
911,359,136,2,505.55,3
1684,683,429,1,186.51,23
498,186,206,4,1116.19,0
2143,868,401,1,561.49,20
1585,641,414,1,1673.98,0
315,120,515,5,197.05,3
807,316,484,1,627.21,0
130,48,56,1,199.35,5
712,275,364,4,1230.94,0
967,381,311,3,333.59,0
1482,597,29,3,655.57,0
693,268,464,2,356.79,0
2194,888,233,4,1680.86,0
963,380,243,3,46.0,6
404,149,156,3,23.39,4
12,6,47,-3,714.57,0
610,230,222,2,879.53,0
655,253,62,4,316.43,7
1272,517,488,3,331.76,0
412,152,124,1,324.66,32
247,95,332,4,1330.05,0
1538,621,129,2,1313.88,0
1151,464,16,3,505.37,5
1002,399,289,1,348.31,9
999,397,458,2,861.01,0
411,152,215,4,194.66,0
1285,520,94,3,1070.74,58
199,74,81,5,772.93,39
294,112,479,5,223.58,0
707,273,406,4,228.76,0
1829,743,505,4,613.1,2
542,205,163,1,29.2,0
998,396,119,1,1040.83,0
310,118,501,4,255.61,5
183,68,398,3,151.96,8
395,147,144,2,833.49,6
2069,836,490,3,428.07,0
1737,703,361,4,1083.27,0
984,389,511,5,376.53,1
599,226,427,3,757.43,0
2198,889,367,4,1340.1,0
282,107,15,1,1039.72,0
1219,495,231,-3,1591.32,0
1426,573,438,5,1344.79,0
1882,760,151,5,871.1,0
1672,679,16,2,645.25,0
1119,451,49,3,1743.49,10
843,331,190,2,284.06,13
35,14,494,3,944.46,14
1115,448,17,1,850.38,0
195,72,334,3,191.12,62
