Category,unit_price,Rating,Stock Available,Discount
D,8222.0,3.0405392671861478,Out of Stock,45.0
D,2511.0,3.632099331577597,In Stock,33.0
C,9713.0,4.248103068220118,Out of Stock,46.0
B,5024.705208333334,3.4863670130155286,In Stock,32.0
B,6953.0,2.535200273068939,In Stock,48.0
B,3564.0,3.0405392671861478,Out of Stock,47.0
B,8551.0,3.0405392671861478,In Stock,20.0
B,3600.0,3.0405392671861478,In Stock,6.0
B,6315.0,3.0405392671861478,Out of Stock,24.53860160233066
B,1089.0,2.4497214414497708,In Stock,6.0
B,2903.0,3.0405392671861478,In Stock,15.0
D,789.0,3.0405392671861478,Out of Stock,35.0
B,7352.0,4.390909091982623,Out of Stock,6.0
D,6744.0,3.0405392671861478,In Stock,39.0
B,8673.0,3.0405392671861478,Out of Stock,7.0
B,9147.0,4.771918219932086,In Stock,17.0
D,1669.0,2.105550917462175,Out of Stock,46.0
B,1307.0,3.0405392671861478,Out of Stock,19.0
D,5669.0,3.0405392671861478,In Stock,2.0
B,6470.0,3.0405392671861478,Out of Stock,47.0
B,5024.705208333334,2.9504628327415228,In Stock,27.0
B,5266.0,3.0405392671861478,In Stock,44.0
B,5218.0,3.0405392671861478,Out of Stock,30.0
C,9776.0,4.100424148041165,In Stock,13.0
A,5024.705208333334,4.073024465020252,In Stock,10.0
B,8340.0,2.961243301928114,Out of Stock,33.0
D,6886.0,3.0405392671861478,Out of Stock,19.0
B,4811.0,3.0405392671861478,Out of Stock,22.0
C,5040.0,3.0405392671861478,Out of Stock,16.0
B,8937.0,3.168626657315065,In Stock,24.53860160233066
B,7171.0,3.5643305372823777,In Stock,31.0
B,2637.0,3.0405392671861478,In Stock,13.0
B,2977.0,4.886014305777607,In Stock,23.0
B,5024.705208333334,3.0405392671861478,In Stock,46.0
B,5654.0,3.0405392671861478,In Stock,27.0
B,7843.0,4.764716532259818,Out of Stock,0.0
B,193.0,3.484824616590424,Out of Stock,27.0
B,4765.0,3.0405392671861478,In Stock,37.0
B,1175.0,3.024834876757818,Out of Stock,5.0
B,2045.0,3.0405392671861478,In Stock,1.0
B,4862.0,2.383654498366615,Out of Stock,29.0
B,5024.705208333334,3.751455103773808,Out of Stock,22.0
B,3237.0,3.0405392671861478,Out of Stock,40.0
B,6217.0,3.0405392671861478,In Stock,42.0
B,1958.0,4.6949812875891626,Out of Stock,46.0
B,1317.0,3.0405392671861478,In Stock,20.0
B,9240.0,2.6379896645706578,In Stock,40.0
C,7973.0,3.9749198711535647,Out of Stock,13.0
B,6966.0,3.0405392671861478,In Stock,43.0
B,7038.0,3.7594534125234076,Out of Stock,41.0
D,251.0,3.0405392671861478,In Stock,3.0
B,7418.0,3.0405392671861478,In Stock,43.0
A,1986.0,2.4139292153414065,In Stock,17.0
B,1202.0,3.2485700974957537,Out of Stock,39.0
B,5946.0,3.0405392671861478,Out of Stock,24.53860160233066
B,6096.0,3.1802364785378034,Out of Stock,14.0
B,5024.705208333334,3.129525111836002,Out of Stock,45.0
B,5138.0,1.5768427371572118,Out of Stock,17.0
B,7403.0,4.395858845446691,In Stock,22.0
B,3848.0,3.0405392671861478,In Stock,24.0
B,9984.0,3.0405392671861478,In Stock,0.0
B,8098.0,3.0405392671861478,Out of Stock,22.0
B,8547.0,1.906573062597423,Out of Stock,31.0
B,3044.0,3.0405392671861478,Out of Stock,29.0
C,2501.0,2.6466048791164742,Out of Stock,22.0
D,4298.0,3.559395227223582,In Stock,40.0
B,3757.0,3.0405392671861478,In Stock,25.0
B,5397.0,3.0405392671861478,In Stock,25.0
B,5153.0,3.0405392671861478,In Stock,9.0
B,3137.0,4.976589842462637,In Stock,39.0
B,540.0,1.1493663154600173,In Stock,5.0
B,628.0,3.2980958234749784,In Stock,28.0
B,3258.0,3.0405392671861478,Out of Stock,24.0
B,8648.0,1.1710166588145463,Out of Stock,26.0
B,787.0,3.129012543995571,Out of Stock,24.53860160233066
B,3734.0,3.5807405122683806,Out of Stock,18.0
B,8483.0,4.602869472538178,Out of Stock,0.0
B,6472.0,3.200770015892991,Out of Stock,15.0
B,4642.0,3.0405392671861478,Out of Stock,26.0
B,8642.0,4.0025602778905345,Out of Stock,48.0
D,255.0,3.1495754147196213,In Stock,33.0
B,1127.0,2.869476571592778,In Stock,11.0
B,3940.0,3.0405392671861478,In Stock,10.0
C,829.0,3.0405392671861478,In Stock,42.0
B,9349.0,3.652425158478521,Out of Stock,15.0
B,8679.0,4.7104483166889,In Stock,24.53860160233066
A,7766.0,3.0405392671861478,In Stock,17.0
B,8394.0,3.0405392671861478,Out of Stock,34.0
B,5512.0,4.9876107605418465,In Stock,29.0
B,5587.0,3.0405392671861478,In Stock,44.0
B,8643.0,1.7295058331033268,Out of Stock,12.0
B,9140.0,3.0405392671861478,Out of Stock,44.0
B,157.0,3.0405392671861478,Out of Stock,24.0
A,7902.0,3.0405392671861478,Out of Stock,24.0
A,1316.0,3.082218887521531,Out of Stock,24.0
B,5003.0,3.814695115352155,In Stock,30.0
B,1328.0,1.1879353427254578,In Stock,44.0
B,8314.0,3.0405392671861478,In Stock,11.0
A,4477.0,3.0405392671861478,Out of Stock,12.0
B,8311.0,3.0405392671861478,In Stock,28.0
B,9362.0,1.3077866998460181,In Stock,13.0
B,1718.0,2.6870823250713913,In Stock,7.0
B,6928.0,2.3330936325127705,In Stock,24.53860160233066
C,4404.0,1.4918633672723423,Out of Stock,24.53860160233066
B,523.0,3.7915414913090606,Out of Stock,15.0
B,4064.0,3.1319496320380416,Out of Stock,2.0
B,8525.0,4.440149062018778,In Stock,35.0
C,7305.0,3.0405392671861478,In Stock,17.0
B,4926.0,3.0405392671861478,Out of Stock,42.0
B,7750.0,2.1695016425347258,Out of Stock,36.0
B,3545.0,2.622266077753124,Out of Stock,24.53860160233066
B,4679.0,3.0405392671861478,Out of Stock,7.0
C,6566.0,3.0405392671861478,Out of Stock,24.53860160233066
C,667.0,3.0405392671861478,In Stock,37.0
D,6477.0,3.2828959730737997,Out of Stock,24.53860160233066
A,1022.0,4.992002328274693,In Stock,30.0
C,2033.0,3.0405392671861478,In Stock,26.0
A,1914.0,3.0405392671861478,In Stock,9.0
B,4862.0,3.0405392671861478,Out of Stock,6.0
B,784.0,3.0405392671861478,In Stock,42.0
B,7596.0,3.0405392671861478,In Stock,4.0
B,8613.0,3.0405392671861478,In Stock,18.0
C,2410.0,3.0206004122632315,Out of Stock,3.0
A,7596.0,2.7995641437013052,In Stock,10.0
C,5620.0,3.0405392671861478,Out of Stock,38.0
B,2564.0,1.0707419118643475,Out of Stock,0.0
B,8821.0,3.0405392671861478,Out of Stock,17.0
A,7615.0,3.341888370579414,In Stock,32.0
B,1151.0,3.0405392671861478,Out of Stock,24.53860160233066
B,6325.0,3.4771937702913522,Out of Stock,18.0
B,9001.0,1.8376818095349137,In Stock,5.0
B,3384.0,3.0405392671861478,Out of Stock,26.0
B,9011.0,3.0405392671861478,In Stock,35.0
D,3197.0,3.0405392671861478,In Stock,22.0
A,212.0,3.0405392671861478,Out of Stock,37.0
B,6599.0,3.0405392671861478,In Stock,45.0
B,5024.705208333334,3.0405392671861478,In Stock,44.0
B,1656.0,3.0405392671861478,Out of Stock,47.0
B,4367.0,3.0405392671861478,In Stock,35.0
B,5024.705208333334,3.691579128275543,In Stock,46.0
D,5024.705208333334,4.0084352425070255,Out of Stock,15.0
B,3314.0,3.0405392671861478,Out of Stock,41.0
B,7630.0,3.0405392671861478,In Stock,20.0
A,223.0,3.0405392671861478,In Stock,23.0
B,5024.705208333334,3.0405392671861478,In Stock,44.0
B,5423.0,4.181258426595903,Out of Stock,24.53860160233066
B,1666.0,4.497136106077314,In Stock,23.0
B,5024.705208333334,3.281209572259522,In Stock,41.0
A,2173.0,1.4828117547033286,In Stock,32.0
B,5738.0,3.0405392671861478,Out of Stock,38.0
C,2347.0,4.459114967051758,Out of Stock,28.0
B,545.0,3.228205938957552,In Stock,24.53860160233066
B,4986.0,3.0405392671861478,Out of Stock,34.0
B,8384.0,3.0405392671861478,Out of Stock,24.53860160233066
B,7136.0,3.503655679970459,In Stock,22.0
B,3579.0,3.830460773576924,In Stock,39.0
B,2268.0,3.0405392671861478,In Stock,28.0
A,9790.0,1.250023462522429,In Stock,31.0
B,4791.0,3.0405392671861478,In Stock,42.0
C,5484.0,3.0405392671861478,Out of Stock,6.0
B,2675.0,3.0405392671861478,In Stock,46.0
B,9067.0,3.0405392671861478,In Stock,2.0
B,9223.0,3.0405392671861478,Out of Stock,43.0
C,238.0,3.0405392671861478,Out of Stock,9.0
D,5024.705208333334,3.0405392671861478,Out of Stock,15.0
B,7192.0,3.3855542911293988,In Stock,4.0
A,5024.705208333334,3.0405392671861478,In Stock,37.0
A,3108.0,3.0405392671861478,Out of Stock,24.53860160233066
B,9074.0,3.0405392671861478,In Stock,39.0
B,759.0,1.0502541680411093,In Stock,5.0
B,6256.0,3.0405392671861478,Out of Stock,24.53860160233066
B,5735.0,3.0405392671861478,In Stock,34.0
B,8453.0,3.0405392671861478,In Stock,15.0
C,7869.0,1.9131177767875407,In Stock,40.0
B,1014.0,3.0405392671861478,Out of Stock,20.0
B,4660.0,3.0405392671861478,In Stock,7.0
B,1964.0,3.0405392671861478,Out of Stock,25.0
B,3611.0,3.0405392671861478,In Stock,0.0
C,6139.0,3.71436538530155,Out of Stock,13.0
A,1543.0,3.0405392671861478,In Stock,23.0
B,7588.0,2.2738437336659127,In Stock,5.0
B,8615.0,1.2155863589902256,Out of Stock,22.0
B,1474.0,3.0405392671861478,Out of Stock,24.53860160233066
B,7165.0,3.0405392671861478,In Stock,45.0
B,6782.0,1.0522795679550514,In Stock,25.0
A,9042.0,3.0405392671861478,In Stock,22.0
B,6840.0,3.0405392671861478,In Stock,24.53860160233066
B,3519.0,3.0405392671861478,Out of Stock,9.0
B,8320.0,3.6712535605422705,Out of Stock,6.0
B,451.0,1.6232199939260865,In Stock,32.0
A,1521.0,1.9581720015130113,In Stock,15.0
B,3375.0,3.0405392671861478,Out of Stock,15.0
B,7742.0,2.5872590031199354,In Stock,16.0
B,772.0,3.200412441030147,Out of Stock,13.0
B,6960.0,3.199276990092736,In Stock,39.0
B,4500.0,3.0405392671861478,Out of Stock,23.0
B,8596.0,3.0405392671861478,In Stock,45.0
B,9590.0,3.0405392671861478,In Stock,44.0
B,4397.0,4.09886325085372,In Stock,13.0
B,744.0,3.0405392671861478,In Stock,26.0
B,5024.705208333334,2.768665479106021,In Stock,12.0
B,6127.0,3.0405392671861478,Out of Stock,8.0
C,9301.0,1.3853477731016373,Out of Stock,17.0
D,8571.0,4.147482152594931,In Stock,17.0
B,9699.0,1.9970814585939083,In Stock,41.0
B,480.0,3.0405392671861478,Out of Stock,24.53860160233066
B,7949.0,3.0405392671861478,In Stock,24.53860160233066
B,8240.0,2.5287187249509375,Out of Stock,16.0
B,174.0,3.0405392671861478,In Stock,28.0
C,9049.0,3.0405392671861478,Out of Stock,28.0
B,3643.0,3.0405392671861478,In Stock,16.0
B,4340.0,2.867764996399758,Out of Stock,0.0
B,2497.0,2.7208878028219017,Out of Stock,42.0
B,6060.0,3.0405392671861478,In Stock,6.0
B,7243.0,3.7414283220160582,Out of Stock,45.0
B,892.0,3.0405392671861478,Out of Stock,31.0
C,3284.0,3.0405392671861478,In Stock,21.0
A,3668.0,2.8846104879937067,In Stock,24.53860160233066
B,2572.0,3.0405392671861478,Out of Stock,23.0
B,6836.0,3.0405392671861478,In Stock,28.0
A,986.0,2.099192261401087,In Stock,37.0
B,1753.0,3.0405392671861478,Out of Stock,17.0
B,5250.0,1.9934031789850781,Out of Stock,17.0
B,2797.0,2.0327709874847373,Out of Stock,27.0
B,2051.0,3.0405392671861478,Out of Stock,45.0
B,4099.0,3.0405392671861478,Out of Stock,24.53860160233066
A,3190.0,4.955731426319195,In Stock,31.0
B,6307.0,3.5645225111272576,Out of Stock,36.0
B,8589.0,2.857183192621933,In Stock,19.0
B,9728.0,3.0405392671861478,In Stock,22.0
B,4119.0,3.0405392671861478,In Stock,11.0
B,6142.0,4.376229068165226,In Stock,2.0
B,4628.0,2.9743893356944495,Out of Stock,24.53860160233066
B,141.0,3.0405392671861478,In Stock,15.0
B,6906.0,3.0405392671861478,Out of Stock,24.53860160233066
C,517.0,1.2729833613397132,In Stock,24.53860160233066
B,9291.0,3.0405392671861478,Out of Stock,19.0
B,9364.0,3.0405392671861478,Out of Stock,24.53860160233066
B,2295.0,3.0405392671861478,Out of Stock,12.0
A,6229.0,4.089846407785176,In Stock,6.0
B,9439.0,3.0405392671861478,In Stock,24.53860160233066
B,8991.0,2.1020779963290512,Out of Stock,2.0
C,8254.0,3.0405392671861478,In Stock,39.0
B,5627.0,3.2317582196855503,In Stock,46.0
B,7289.0,3.0405392671861478,In Stock,14.0
A,943.0,3.0405392671861478,Out of Stock,31.0
B,4844.0,3.0405392671861478,In Stock,43.0
B,458.0,2.957183551735889,Out of Stock,15.0
D,3182.0,3.636535719006474,Out of Stock,5.0
B,3761.0,4.854906643531342,Out of Stock,22.0
B,6986.0,3.0405392671861478,In Stock,41.0
B,5901.0,3.0405392671861478,Out of Stock,28.0
B,6673.0,4.9687876533958235,In Stock,41.0
B,360.0,4.525248011022104,In Stock,46.0
B,4279.0,2.063730889589053,In Stock,24.53860160233066
D,5065.0,3.0405392671861478,Out of Stock,49.0
B,6735.0,3.0405392671861478,In Stock,27.0
D,9480.0,2.282681764634841,In Stock,24.53860160233066
B,2048.0,2.930280425179351,Out of Stock,38.0
B,4853.0,3.0405392671861478,In Stock,40.0
C,9676.0,3.0405392671861478,In Stock,13.0
B,4963.0,2.631434918226218,In Stock,35.0
B,9837.0,4.077143018372525,Out of Stock,15.0
B,7803.0,3.538834862440363,In Stock,0.0
B,2731.0,3.0405392671861478,In Stock,39.0
D,6260.0,3.0405392671861478,In Stock,8.0
B,5483.0,3.0405392671861478,In Stock,24.53860160233066
C,8063.0,2.954655793120616,In Stock,44.0
B,2861.0,2.3664462716523755,Out of Stock,6.0
B,6186.0,3.6752615072889885,Out of Stock,46.0
B,9633.0,3.8416309315558608,Out of Stock,41.0
B,5024.705208333334,3.0405392671861478,Out of Stock,1.0
B,5024.705208333334,3.0405392671861478,Out of Stock,15.0
B,8417.0,3.0405392671861478,In Stock,9.0
B,3955.0,3.0405392671861478,Out of Stock,40.0
B,6194.0,1.1394028524666235,Out of Stock,35.0
A,3144.0,1.377917757150986,In Stock,23.0
B,6541.0,2.949805247255469,In Stock,45.0
B,4247.0,1.1457290864965164,Out of Stock,2.0
B,9171.0,3.0405392671861478,In Stock,31.0
B,6148.0,3.0405392671861478,In Stock,43.0
D,1140.0,1.4556688187098894,In Stock,38.0
A,1853.0,2.6127525607615465,In Stock,9.0
B,2066.0,3.0405392671861478,In Stock,36.0
B,2863.0,2.9451456303419263,In Stock,40.0
D,254.0,4.134695614000115,In Stock,24.53860160233066
B,6996.0,3.0405392671861478,Out of Stock,36.0
B,8176.0,3.5150053605414024,Out of Stock,45.0
D,3771.0,3.0405392671861478,In Stock,30.0
B,7965.0,3.0529550103890215,Out of Stock,9.0
B,4424.0,4.992992177638451,In Stock,41.0
B,4743.0,3.0405392671861478,Out of Stock,30.0
B,2314.0,2.9504001408342653,Out of Stock,34.0
B,2085.0,3.0405392671861478,In Stock,37.0
B,5024.705208333334,3.0405392671861478,Out of Stock,28.0
B,6444.0,3.0405392671861478,In Stock,44.0
D,9833.0,3.0405392671861478,Out of Stock,25.0
B,531.0,3.763509325473399,In Stock,5.0
B,2153.0,3.2270961712433626,Out of Stock,45.0
B,5119.0,1.7737018199744177,Out of Stock,48.0
B,8627.0,1.6102640318690766,Out of Stock,24.53860160233066
B,297.0,3.0405392671861478,Out of Stock,3.0
B,5426.0,3.0405392671861478,Out of Stock,22.0
C,907.0,3.0405392671861478,In Stock,4.0
B,5024.705208333334,3.0405392671861478,Out of Stock,24.53860160233066
B,944.0,3.0405392671861478,In Stock,44.0
B,6618.0,2.3903355920797384,In Stock,24.0
B,580.0,1.4907350786525972,In Stock,38.0
B,7422.0,1.3887899924494618,In Stock,40.0
B,2141.0,1.4427356777756404,In Stock,36.0
B,8942.0,4.356030324204079,Out of Stock,43.0
D,3311.0,3.779833637391149,Out of Stock,42.0
B,3601.0,3.0405392671861478,Out of Stock,10.0
B,2908.0,3.0405392671861478,Out of Stock,43.0
B,9772.0,4.386476093744632,In Stock,1.0
B,4953.0,2.55636308815333,Out of Stock,13.0
A,572.0,3.0405392671861478,Out of Stock,24.53860160233066
B,413.0,3.8750762510371586,Out of Stock,24.0
B,9448.0,3.0405392671861478,In Stock,31.0
B,2630.0,3.0405392671861478,In Stock,29.0
D,1072.0,3.0405392671861478,Out of Stock,20.0
B,1357.0,1.575677158382542,Out of Stock,47.0
B,4688.0,1.0136444576261732,Out of Stock,39.0
C,5135.0,1.3979580883377167,Out of Stock,43.0
B,2489.0,3.0405392671861478,In Stock,43.0
B,2951.0,3.0405392671861478,Out of Stock,37.0
B,3462.0,3.0405392671861478,Out of Stock,8.0
C,5131.0,4.236650018713776,In Stock,40.0
B,5159.0,3.0405392671861478,In Stock,30.0
B,978.0,3.0405392671861478,Out of Stock,7.0
B,6750.0,2.240162267358838,In Stock,21.0
B,1035.0,4.095231037828995,Out of Stock,7.0
B,9682.0,4.489641074311935,In Stock,36.0
B,5085.0,3.0405392671861478,Out of Stock,7.0
A,1448.0,1.578281882282309,In Stock,28.0
B,6307.0,4.954964905040871,Out of Stock,24.53860160233066
B,6101.0,4.210077430622178,In Stock,0.0
D,6054.0,3.0405392671861478,Out of Stock,36.0
B,2410.0,3.118344839120001,In Stock,24.53860160233066
B,2579.0,3.0405392671861478,Out of Stock,34.0
D,5841.0,4.241377172414666,Out of Stock,19.0
B,7321.0,4.762416364499229,Out of Stock,24.53860160233066
B,1434.0,3.0405392671861478,In Stock,46.0
C,5024.705208333334,4.403474797560687,In Stock,21.0
B,1076.0,3.472829214829641,Out of Stock,12.0
B,8772.0,3.0405392671861478,Out of Stock,6.0
B,9848.0,4.571325150691187,Out of Stock,13.0
B,4384.0,4.295469146945701,In Stock,5.0
B,8403.0,4.420791316507302,In Stock,30.0
B,8281.0,3.0405392671861478,In Stock,15.0
B,8486.0,3.0405392671861478,In Stock,34.0
B,9644.0,3.0405392671861478,Out of Stock,7.0
A,2934.0,3.0405392671861478,Out of Stock,25.0
D,7260.0,3.0405392671861478,Out of Stock,21.0
C,2987.0,2.201141319570443,In Stock,31.0
D,9653.0,3.0405392671861478,Out of Stock,24.53860160233066
B,5015.0,4.508928573095144,Out of Stock,13.0
B,5024.705208333334,3.708541400203897,In Stock,41.0
B,6966.0,1.2361074254362432,In Stock,24.0
A,5024.705208333334,2.8007277823682126,In Stock,6.0
B,7770.0,3.0405392671861478,In Stock,44.0
B,7321.0,3.453911915630956,In Stock,24.53860160233066
B,1406.0,3.2237114599859495,Out of Stock,13.0
C,1871.0,3.0405392671861478,Out of Stock,29.0
B,8474.0,3.987314096495559,Out of Stock,35.0
B,1102.0,4.655984569752293,Out of Stock,29.0
B,6105.0,3.0405392671861478,Out of Stock,35.0
B,5797.0,1.1084484296634196,In Stock,35.0
B,8774.0,1.7740098191754106,In Stock,19.0
B,8547.0,3.0405392671861478,Out of Stock,47.0
B,816.0,3.809783415698837,Out of Stock,2.0
B,7656.0,2.7814611526467017,In Stock,20.0
A,1499.0,3.0405392671861478,Out of Stock,38.0
B,5995.0,3.0914451422446763,In Stock,18.0
B,3112.0,3.0405392671861478,Out of Stock,15.0
B,8240.0,3.652888297989315,In Stock,48.0
B,4606.0,3.0405392671861478,In Stock,7.0
B,9265.0,3.0405392671861478,In Stock,24.0
A,3669.0,3.0405392671861478,Out of Stock,17.0
B,9746.0,3.0405392671861478,Out of Stock,14.0
B,9408.0,3.0405392671861478,In Stock,31.0
B,4296.0,3.0405392671861478,In Stock,33.0
B,4085.0,1.5523764322273261,In Stock,33.0
B,5512.0,3.0405392671861478,Out of Stock,26.0
C,3305.0,3.9267984425107385,In Stock,5.0
B,7738.0,3.266528515499862,In Stock,27.0
B,4443.0,3.1602805532218126,In Stock,48.0
B,9317.0,2.5394093781852725,In Stock,17.0
C,857.0,3.0405392671861478,Out of Stock,5.0
B,702.0,2.2388522777506017,In Stock,45.0
B,5024.705208333334,3.0405392671861478,Out of Stock,24.53860160233066
A,5370.0,3.0405392671861478,In Stock,1.0
B,5499.0,4.118607924812325,Out of Stock,48.0
D,8711.0,4.232480532787325,In Stock,1.0
B,399.0,3.0405392671861478,In Stock,18.0
B,3241.0,3.0405392671861478,In Stock,47.0
B,273.0,3.0405392671861478,In Stock,5.0
B,4364.0,3.4911783151543307,Out of Stock,35.0
B,6554.0,4.901451620524203,Out of Stock,39.0
B,9571.0,3.0405392671861478,In Stock,3.0
B,772.0,3.0405392671861478,Out of Stock,43.0
B,9685.0,2.091469996373896,In Stock,41.0
B,8767.0,3.0405392671861478,Out of Stock,38.0
A,5281.0,2.1417931536952195,In Stock,41.0
B,1780.0,2.201523165614836,In Stock,36.0
B,3022.0,4.203255409417453,Out of Stock,16.0
B,5880.0,3.0405392671861478,In Stock,43.0
B,7642.0,3.0405392671861478,In Stock,45.0
B,7620.0,2.758632458639411,In Stock,23.0
B,8010.0,3.0405392671861478,Out of Stock,26.0
D,7810.0,1.481073746409081,In Stock,38.0
B,2162.0,3.0405392671861478,In Stock,38.0
B,263.0,4.652271734414185,Out of Stock,24.53860160233066
B,7003.0,1.9300833368031594,In Stock,19.0
B,5601.0,3.0405392671861478,In Stock,32.0
A,2558.0,3.0405392671861478,Out of Stock,33.0
C,3826.0,3.821176637821326,In Stock,43.0
B,4048.0,3.0405392671861478,Out of Stock,29.0
B,3898.0,1.0270621332760603,Out of Stock,18.0
B,3556.0,3.0405392671861478,In Stock,30.0
B,4059.0,3.0405392671861478,Out of Stock,36.0
B,8326.0,1.3384597183293794,In Stock,24.53860160233066
D,1183.0,2.746028971193752,Out of Stock,43.0
B,5963.0,3.0405392671861478,In Stock,18.0
B,5973.0,2.7504142463770833,In Stock,42.0
D,4690.0,2.062145611959722,In Stock,13.0
D,2494.0,3.619980555611296,Out of Stock,24.53860160233066
B,628.0,3.0405392671861478,Out of Stock,24.0
B,2006.0,4.956117744372038,In Stock,9.0
B,5235.0,1.8234310555409712,Out of Stock,11.0
B,5352.0,3.931256859047153,In Stock,9.0
B,4269.0,3.0405392671861478,In Stock,26.0
B,4300.0,3.0405392671861478,Out of Stock,23.0
B,5024.705208333334,4.557730651020935,In Stock,27.0
A,4823.0,3.0405392671861478,In Stock,35.0
B,7285.0,3.0405392671861478,In Stock,9.0
A,2090.0,3.0405392671861478,Out of Stock,4.0
B,7018.0,3.0405392671861478,In Stock,20.0
B,3178.0,4.16597742839049,In Stock,20.0
B,1378.0,4.810703849967366,In Stock,42.0
D,2469.0,3.0405392671861478,In Stock,47.0
A,2053.0,3.317306004614981,In Stock,24.53860160233066
B,9449.0,3.0405392671861478,In Stock,12.0
B,7574.0,4.5977691516254655,Out of Stock,28.0
B,2629.0,3.0405392671861478,In Stock,28.0
B,9443.0,4.430256737564136,In Stock,16.0
C,9149.0,3.0405392671861478,Out of Stock,30.0
B,8110.0,3.0405392671861478,Out of Stock,12.0
B,5001.0,3.111345273381468,Out of Stock,6.0
B,4945.0,3.102738577398457,In Stock,27.0
A,5065.0,3.0405392671861478,Out of Stock,24.53860160233066
B,1425.0,3.747818332982504,In Stock,40.0
A,8714.0,4.053873780279593,In Stock,24.53860160233066
B,1493.0,3.9007234309744616,Out of Stock,18.0
D,5681.0,4.728030580616512,Out of Stock,39.0
B,698.0,3.0405392671861478,Out of Stock,8.0
B,8109.0,3.0405392671861478,In Stock,40.0
B,1475.0,3.0405392671861478,Out of Stock,3.0
C,5350.0,4.408158703019483,Out of Stock,27.0
B,6216.0,3.8855638819311484,Out of Stock,10.0
B,7410.0,3.0405392671861478,Out of Stock,11.0
B,4348.0,4.831264995979131,In Stock,37.0
B,1951.0,1.283084494896114,Out of Stock,38.0
C,4005.0,2.026526908336027,Out of Stock,40.0
A,9854.0,2.6947868159588557,Out of Stock,3.0
B,8598.0,4.07081049373118,Out of Stock,29.0
B,6216.0,3.0405392671861478,In Stock,14.0
B,1856.0,1.8404630401103774,Out of Stock,31.0
D,3555.0,1.2286097038283836,In Stock,24.53860160233066
B,2607.0,3.0405392671861478,In Stock,21.0
B,5024.705208333334,3.0405392671861478,Out of Stock,24.53860160233066
C,7122.0,3.0405392671861478,In Stock,1.0
B,6550.0,1.4503517042455574,Out of Stock,23.0
B,823.0,1.0943129812326209,In Stock,44.0
C,3458.0,3.0405392671861478,In Stock,6.0
A,9852.0,2.0239450414525084,Out of Stock,26.0
B,8394.0,3.0405392671861478,Out of Stock,12.0
B,5579.0,3.0405392671861478,Out of Stock,24.53860160233066
B,9038.0,3.7929913168490597,Out of Stock,49.0
C,2934.0,3.0405392671861478,In Stock,28.0
B,4907.0,3.0405392671861478,Out of Stock,24.53860160233066
B,2359.0,1.2347487005577764,Out of Stock,24.53860160233066
B,3064.0,2.9747131160007165,In Stock,13.0
C,3017.0,3.3983625620375095,In Stock,47.0
B,1186.0,3.2146205823279583,Out of Stock,38.0
B,5024.705208333334,2.0467789227658466,Out of Stock,8.0
B,597.0,3.7920084424757428,In Stock,47.0
A,5842.0,3.0405392671861478,Out of Stock,40.0
B,2780.0,3.0405392671861478,In Stock,24.53860160233066
B,1160.0,4.232012628042476,In Stock,25.0
B,5024.705208333334,3.1252566517157514,In Stock,24.53860160233066
B,2373.0,3.0405392671861478,Out of Stock,10.0
B,1871.0,2.699047462439864,Out of Stock,27.0
D,9802.0,3.0405392671861478,In Stock,36.0
B,9101.0,3.0405392671861478,Out of Stock,1.0
B,8077.0,3.1106982030759687,Out of Stock,20.0
B,9895.0,3.5886480817394473,In Stock,5.0
B,1400.0,4.13023903283565,In Stock,24.53860160233066
A,244.0,2.2639855950777465,In Stock,4.0
B,7247.0,3.0405392671861478,Out of Stock,16.0
B,9078.0,3.200384235041743,In Stock,30.0
B,3894.0,3.0405392671861478,In Stock,15.0
D,5901.0,3.3303753402358907,In Stock,31.0
B,1746.0,3.0405392671861478,In Stock,34.0
B,4316.0,3.0405392671861478,Out of Stock,11.0
B,3019.0,3.434520377922623,In Stock,44.0
B,1898.0,1.0620023583273537,Out of Stock,0.0
D,4042.0,2.9266623201528126,Out of Stock,35.0
B,3807.0,2.7887181264676757,Out of Stock,15.0
D,5843.0,3.0405392671861478,Out of Stock,24.0
B,2462.0,2.142589530356789,Out of Stock,24.53860160233066
B,5671.0,3.0405392671861478,Out of Stock,35.0
B,2163.0,3.0405392671861478,In Stock,2.0
B,141.0,2.0441359764942715,In Stock,15.0
C,3097.0,3.0405392671861478,Out of Stock,28.0
B,6903.0,3.0405392671861478,Out of Stock,12.0
B,4207.0,1.3190225092970267,Out of Stock,3.0
B,9598.0,3.6990772308013677,In Stock,7.0
B,9792.0,1.743031066654968,Out of Stock,26.0
C,2463.0,2.946698992249034,In Stock,45.0
B,6103.0,1.6178056362897633,Out of Stock,45.0
B,1493.0,3.0405392671861478,Out of Stock,36.0
B,1462.0,3.0405392671861478,In Stock,0.0
B,2642.0,3.0405392671861478,In Stock,23.0
B,7573.0,4.489969795904603,Out of Stock,22.0
B,3785.0,1.384911857102992,In Stock,2.0
B,7431.0,2.221917332176673,Out of Stock,10.0
A,3885.0,3.0405392671861478,In Stock,1.0
B,5024.705208333334,3.0405392671861478,Out of Stock,4.0
B,2054.0,4.020705694779065,In Stock,2.0
B,2294.0,3.0405392671861478,In Stock,1.0
B,5652.0,3.0405392671861478,Out of Stock,4.0
A,4861.0,2.3943292243885295,In Stock,14.0
B,213.0,1.3093390809044458,In Stock,30.0
